SKU;Availability
ts01-54-70;0
ts01-53-70;0
ts01-52-70;0
ts01-51-50;0
ts01-50-70;0
ts02-71-50;1
ts02-70-50;0
ts02-69-70;0
ts02-68-50;0
ts02-67-70;0
ts02-66-70;0
ts02-65-70;0
ts02-62-70;0
ts02-61-50;0
ts02-59-50;0
ts02-58-70;0
ts02-54-50;0
ts02-53-50;0
ts02-52-70;0
ts02-51-70;0
ts02-50-50;0
ts03-778;0
ts03-758;1
ts03-757;0
ts03-749;1
ts03-71;1
ts03-70;1
ts03-69;1
ts03-68;0
ts03-67;0
ts03-66;0
ts03-65;1
ts03-64;0
ts03-63;0
ts03-62;0
ts03-61;0
ts03-59;1
ts03-58;0
ts03-55;0
ts03-53;0
ts03-52;1
ts03-51;0
ts03-50;0
tj300-22;0
tj300-16;0
tj300-9;0
tj300-8;0
tj111-462;1
ts03-747;0
ts03-760;0
ts03-837 (ts03-78);0
ts02-64-50;1
ts02-56-70;0
ts02-78-70;0
ts02-871-50;0
ts02-760-50;0
sd131;0
sd130;0
sd129;0
tt6-35;0
tt6-29;1
pkm133-240;0
pkm132-220;0
pkm132-160;0
pkm131-160;0
pkm131-220;0
pkm131-240;0
bb04-25;0
bb04-24;0
bb04-7;1
bb04-1;1
pk460;0
pk459;1
pk458;0
pk457;0
pk456;0
pk455;0
pk454;0
vs202-1;0
vs201-1;1
vs200-1;0
vs199-1;0
vs198-1;0
vs197-1;0
vs196-1;0
vs195-1;0
vs194-1;1
vs193-1;0
vs192-1;0
vs191-1;1
vs190-1;0
vs189-1;1
vs188-1;0
vs187-1;0
vs186-1;1
vs185-1;0
vs184-1;0
vs183-1;0
tt6-25;0
pkm115-240;0
skt157-3;0
ts02-972-50 (cs514-2);0
vs181-34;1
vs180-34;1
fc015;0
fc014;0
pw084-3;0
pw083-3;1
vs175-1;0
vs174-1;1
vs176-34;1
vs173-34;0
fc013;0
fc012;0
fc011;0
fc010;0
fc009;0
pk453-3;0
csp192-34;1
vs172-34;0
vs170-34;0
vs169-34;1
vs168-34;0
vs033-5;0
vs033-4;0
fc008;0
fc007;0
fc006;0
fc005;0
fc004;0
fc003;0
fc002;0
fc001;0
pld209-3;0
prt003-6-160;0
prt003-5-160;0
prt003-4-160;0
prt003-3-160;0
prt003-2-160;0
prt003-1-160;0
prt002-5-160;0
prt002-4-160;0
prt002-1-160;0
prt001-3-160;0
prt001-2-160;0
prt001-1-160;0
prt002-6-200;0
prt002-5-200;0
prt002-4-200;0
prt002-3-200;0
prt002-2-200;0
prt002-1-200;0
prt001-3-200;0
prt001-2-200;0
prt001-1-200;0
prt003-6-200;0
prt003-5-200;0
prt003-4-200;0
prt003-3-200;0
prt003-2-200;0
prt003-1-200;0
prt009-12;0
prt009-11;0
prt009-10;0
prt009-9;0
tt6-24;0
ts05-750;1
ts05-996;1
ts05-838;0
ts05-730;1
ts05-729;0
ts05-724;0
ts05-728;1
ts05-731;1
ts03-881;0
ts02-812-70 (cs813-2);0
ts02-883-50;0
ts02-823-70;0
ts01-950-50;0
ts01-809-70 (cs560-1);1
ts01-930-50;0
cs821-3;0
cs692-3;0
hlt033-16;1
hlt033-15;1
hlt033-14;1
hlt033-13;1
hlt033-12;1
hlt033-11;1
pld101-8;0
pld101-7;0
pld101-6;0
tj111-459;0
tj300-3;0
cvz024-3;0
cvz023-3;0
cvz022-3;0
hlt016-2;0
pk452-3;0
pd219-14;0
pkm126-160;1
plt043-39;1
ts03-784;1
ts03-782;0
ts03-780;1
ts03-764;1
ts03-763;0
ts03-762;1
ts03-759;1
ts03-752;0
ts03-751;1
ts03-750;1
ts03-746;1
ts03-744;1
ts03-741;0
ts03-740;0
ts03-735;0
ts03-732;0
ts03-731;0
ts03-730;0
ts03-729;0
ts03-728;0
bb04-21;0
bb04-19;0
bb04-14;1
bb04-13;1
bb03-18;1
bb03-16;1
bb03-15;1
bb02-21;1
bb02-19;0
bb02-14;1
bb02-13;1
bb02-3;0
ts04-781;1
ts04-861;0
sd128;1
sd127;1
sd126;0
sd125;1
sd124;0
sd123;0
sd122;0
sd121;0
sd120;0
ts01-840-50;0
ts01-838;0
ts01-836-70;0
ts01-824-70 (cs786-1);0
ts01-822-50;1
ts01-820-50;0
ts01-809-50 (cs560-1);1
ts01-807-50 (cs199-1);0
ts01-800-50;0
ts01-795-50;0
ts01-790-70;0
ts01-789-50 (cs833-1);0
ts01-784;1
ts01-783;0
ts01-781;1
ts01-780;0
ts01-777;1
ts01-776;1
ts01-775;0
ts01-774-50;1
ts01-773-50;1
ts01-772-50;0
ts01-771-50;0
ts01-770-50;0
ts01-769-50;0
ts01-768-50;1
ts01-767-50;1
ts01-766-50;0
ts01-759;1
ts01-756;0
ts01-746;0
ts01-744;1
ts01-743;0
ts01-741;0
ts01-740;0
ts01-739;0
ts01-736;0
ts01-731;0
ts01-730;1
ts01-729;0
ts01-728;1
ts01-725;0
ts01-724;0
pd197-5;0
zm103-34;0
zm102-34;0
zm101-34;0
zm100-34;0
zm021-34;0
zm008-34;0
zm007-34;0
zm004-34;0
zm002-34;0
zm001-34;0
prov024-3 (csv024-3);0
ts02-823-50;0
ts02-816-50;0
ts02-782-70;0
ts02-781-70;0
ts02-777-70;1
ts02-776-70;0
ts02-764-50;0
ts02-760-70;0
ts02-756-70;0
ts02-752-70;0
ts02-751-50;0
ts02-750-70;0
ts02-747-70;0
ts02-746-50;0
ts02-743-70;0
ts02-741-70;0
ts02-740-70;0
ts02-731-50;0
ts02-730-50;0
ts02-729-70;0
ts02-728-50;0
hlt9075-3;1
hlt9410-4;0
csp191-34;1
pw082-3;0
pds020;0
vs167-34;0
vs166-34;1
csd029;0
csd110;1
od018-7;0
od018-6;0
plt043-67;1
plt043-66;1
plt043-65;1
pw081-3;0
prov023-3;0
prov022-3 (csv022-3);0
ts05-835;1
ts04-835;1
csd109;0
pk451-8;0
pk451-7;0
pk451-6;0
pw051-2;0
pw050-2;0
pw049-2;0
pw048-2;0
pw047-2;0
pw046-2;0
pw045-2;0
pw044-2;0
pw043-2;0
pw042-2;0
pw041-2;0
pw039-2;0
plv021-9;0
plv021-8;0
plv021-7;0
plv021-6;0
plv021-5;0
plv021-4;0
plv021-3;0
plv021-2;0
plv021-1;0
pk451-5;0
pk451-4;0
pk451-3;0
pk451-2;0
pk451-1;0
pw080-3-c1;0
pw079-3;0
pw078-3;0
pw077-3;0
pw076-3;0
pw075-3;0
pw074-3;0
pw073-3;1
pw071-3 (pk239);0
pw070-3;0
pw069-3;0
pw068-3;0
pw067-3;0
pw066-3;0
pw065-3;0
pw064-3 (pk305-3);0
pw063-3;0
pw062-3;0
pw061-3;0
pw060-3;0
pw059-3;0
pw058-3;1
pw057-3;0
pw056-3;0
pw055-3;0
pw054-3;0
pw053-3;1
pw052-3;0
pd225-15;1
pd225-14;0
pd225-13;1
pd225-12;1
pd225-11;1
pd225-10;0
pd225-9;0
pd225-8;1
pd225-7;1
pd225-6;1
pd225-5;1
pd225-4;0
pd225-3;1
pd225-2;0
pd225-1;0
tpk010-7;0
tpk010-6;0
tpk010-5;0
tpk010-4;0
tpk010-3;0
bb04-10;1
bb04-3;0
skt098-3;0
od018-5;0
kvr016-5;0
kvr016-4;0
kvr016-3;0
kvr016-2;1
kvr016-1;0
hlt8520-2;1
hlt8520-1;0
frt006-2;0
frt006-1;0
frt005-7;0
frt005-6;0
frt005-5;0
frt005-4;0
frt005-3;0
frt005-2;0
frt005-1;0
frt003-9;0
frt003-8;0
pw040-5;0
pw040-4;0
pw040-3;0
pw040-2;0
pw040-1;0
pk450-4;0
pk450-3;1
pk450-2;1
pk450-1;1
pkz083-5;0
pkz083-4;1
pw038-3;0
pw037-3;0
pw036-3;1
pw035-3;0
pw034-3;0
pw033-3;0
pw032-3;0
pw031-3;0
pw030-3;0
pw029-3;0
pw028-3;0
pw027-3;0
pw026-3;0
pw025-3;0
pw024-3;0
pw023-3;0
pw022-3;0
pw021-3;0
pw020-3;0
pw019-c3;0
pd219-13;0
pd219-12;0
pd219-11;0
skt133-22;0
skt133-21;0
skt133-20;0
tpk010-2;0
tpk010-1;0
tpk009-3;1
tpk009-2;1
tpk009-1;1
kvr005-5;1
kvr005-4;0
kvr005-3;0
kvr005-2;1
kvr005-1;0
plt043-64;0
tt6-27;0
tt6-26;0
pld208-1;1
pld207-1;1
csd108;0
csd107;1
csd106;0
csd105;1
csd104;1
csd001;0
pld206-1;1
pld205-1;0
khn002-1;0
ts04-848;1
rug009-5;0
rug009-4;1
rug009-3;1
rug009-2;1
rug009-1;1
plt153-4;0
plt153-3;0
plt153-2;0
plt153-1;0
plt076-31;0
plt076-30;1
pld204-3;0
pld203-3;0
pld202-3;0
pld201-3;0
pld200-3;0
pld199-3;0
vs162-34;0
vs159-34;1
vs158-34;1
skt159;0
kvr015;0
kvr014;1
kvr013;1
kvr012;0
kvr011;1
kvr010;1
kvr009;1
kvr008;1
kvr007;1
kvrd011;1
kvrd010;1
kvrd009;1
kvrd008-8050;1
kvrd007;1
kvrd008-6040;1
kvrd006;0
kvrd005;1
kvrd004;1
kvrd003;1
pld198-3;0
pld196-3;0
pld195-3;0
pld194-3;0
pld193-3;0
pld192-3;0
pld191-3;0
pld190-3;0
pld189-3;0
pld188-3;0
plt152-4;1
plt152-3;0
plt152-2;1
plt152-1;1
pw008-3;0
pw007-3;0
pw006-3;0
pw005-3;0
pw004-3;0
pw003-3;0
pw002-3 (pk400-3);0
pw001-3;0
pld187-3;0
pld186-3;0
pld185-3;0
pld183-3;0
pld182-3;0
pld181-3;0
pld180-3;0
pw018-1;0
prov021-3 (csv021-3);0
prov020-3 (csv020-3);0
prov019-3 (csv019-3);0
prov018-3;0
prov017-3 (csv017-3);0
prov016-3 (csv016-3);0
prov015-3 (csv015-3);0
pld070-1;1
pk113-13(2);0
pk113-1(2);0
pk113-9(1);0
pk113-32(3);0
pk113-52(2);0
pk113-51(2);0
plt151-4;1
plt151-3;1
plt151-2;1
plt151-1;1
plt150-4;1
plt150-3;1
plt150-2;1
plt150-1;1
plt052-11;0
plt052-10;0
pk449-3;0
ts01-944-50 (cs879-1);1
ts02-799-70 (cs808-2);0
ts02-815-70 (cs944-2);0
ts02-800-70 (cs805-2);0
ts01-848-70;0
ts01-949-50;0
ts01-819-70 (cs749-1);0
ts01-850-70;0
ts01-816-50 (cs940-1);1
ts05-819;0
ts05-792;0
skt133-19;0
skt133-18;0
hlt035-5;1
hlt035-4;1
hlt035-3;1
hlt035-2;1
hlt035-1;1
plt147-5;0
plt147-4;0
pkd056 akc;0
cs756-3;1
skt147-2;0
pd161-3;0
pkm114-220;0
pkm115-220;1
pkm115-160;0
Box-Zodiac;1
Box37;1
pk259-2;0
ts02-49-50;0
pk113-50(3);0
pk113-19(140);0
pk113-47(2);0
pk113-48(2);0
pk113-46(1);0
pk113-45(1);0
pk383-3;0
tpig-6-15;0
kvrd002;1
pw456;0
csp190-34;0
tj111-482;0
tj111-475;0
tj111-458;0
skt144-12;0
pds008-70;1
pd196-5;0
pd196-4;0
pd196-3;0
frt004-11;0
frt004-10;0
skt144-11;0
frt004-9;0
frt004-8;0
skt144-10;0
skt144-9;0
pkd012;0
ts01-899-70;0
ts01-801-50;0
pk448-3;0
pld029-1-green;1
pk447;1
tpig-6-52;0
tj111-485;0
tj111-476;0
tj111-472;1
tj111-471;0
tj111-463;0
bb05-12;0
bb05-11;0
bb05-6;1
bb05-5;0
bb05-3;0
bb05-2;0
bb05-1;0
bb01-12;0
bb01-11;0
bb01-6;1
bb01-5;0
bb01-3;0
bb01-2;0
bb01-1;1
tj111-487;1
tj111-486;0
tj111-483;0
tj111-479;1
tj111-478;1
tj111-474;0
tj111-473;0
tj111-469;0
tj111-428 (468);1
tj111-466;1
tj111-465;1
tj111-427 (464);0
tj111-461;0
tj300-25;0
tj300-23;0
tj300-17;0
tj300-15;0
tj300-14;0
tj300-13;0
tj300-12;0
tj300-5;0
tj300-4;0
tj300-2;0
tj300-1;0
hlt9385-1 akc;1
ts01-985-70;0
ts01-851-70;0
ts02-38-50;0
pkz491 tj2324k;0
vs151-34;1
vs150-34;0
vs147-34;1
vs146-34;1
vs145-34;1
vs143-34;1
vs142-34;1
vs141-34;1
cs723-2-70  (ts02-801);1
pkz228-160;0
ts01-914-70;0
ts01-788-70;0
ts02-930-50;0
ts05-44;0
ts05-42;1
ts05-46;0
ts05-39;1
ts02-39-50;0
ts02-49-70;0
ts02-46-50;1
ts02-42-50;1
ts02-37-50;1
ts02-38-70;0
ts02-804-70;0
ts02-810-70;0
ts02-795-50;0
ts02-806-70;0
ts01-49;1
ts01-46;0
ts01-44;0
ts01-42;1
ts01-40;0
ts01-39;0
ts01-38;1
ts01-36;0
ts01-35 (01-64);1
ts01-33;0
ts01-32;1
csp190-1;1
csp189-1;0
csp188-1;0
csp187-1;0
tpig-4-15 (csp186-1);0
csp174-1;0
csp173-1;0
csp166-1;0
plt149-2;0
plt149-1;0
bb02-12;1
bb02-11;0
bb02-4;0
csd103;1
csp185-34;0
csp018-34 (csp184-34);0
csp183-34;0
csp182-34;0
csp181-34;1
csp180-34;0
csp179-34;0
csp178-34;0
csp177-34;0
csp176-34;0
csp175-34;1
csp174-34;0
csp173-34;0
csp172-34;0
csp171-34;0
csp170-34;0
csp169-34;0
csp168-34;0
csp167-34;0
csp166-34;0
csp165-34;1
csp164-34;0
csp163-34;0
csp162-34;1
csp161-34;0
csp160-34;0
csp159-34;0
ts03-49;1
ts03-46;0
ts03-44;1
ts03-43;0
ts03-42;1
ts03-40;0
ts03-39;1
ts03-37;0
pkz244-160;0
pkz240-160;0
pkz239-160;0
pkz232-160;0
pkz050-160;0
pkz022-160;0
pkz493 tj2324k;1
pkz492 tj2324k;0
pkz246-220;0
pkz245-220;0
pkz244-220;0
pkz243-220;0
pkz242-220;0
pkz241-220;0
pkz240-220;0
pkz239-220;0
pkz238-220;0
pkz237-3;0
bb02-2;0
bb02-5;0
bb02-6;1
bb02-9;0
pk446;0
pw017-1 (pk445-1);0
pk444-1;0
pw016-1 (pk370-1);0
pw015-1 (pk369-1);0
tt6-21;0
tt6-19;0
prov012-3 (csv012-3);0
prov014-3 (csv014-3);0
prov013-3 (csv013-3);0
pkd054;0
pkd053;0
pkd052;0
pkd051;0
pkd050;1
pkd056;0
pkd055;0
csd102;0
csd101;1
csd034 (csd100);0
csd099;0
csd098;1
bb04-12;0
bb04-11;0
bb04-9;0
bb04-6;0
bb04-5;0
bb04-4;0
bb04-2;0
sd119;1
ts02-890-50;0
ts02-808-50 (cs536-2);0
ts02-873-50;0
ts02-828-50;0
ts01-994-70;1
ts03-853;0
ts01-951-70;0
pd221-19;0
pd060-6 замена pd224;0
hlt9195;0
cs842-1-50;0
ist012-34;0
ist011-34;0
ts02-850-50;1
ts02-789-70 (cs833-2);0
plt142-3;0
ts02-803-50;0
ts02-792-50 (cs855-2);0
ts01-792-50;0
pk443;0
ts03-871;0
hlt9410-3;0
hlt9410-2;0
hlt9410-1;0
pk442-3;0
pk441-3;0
pk440-3;0
ts02-814-50 (cs811-2);0
od012-2 akc;0
vs138-1;1
vs137-34;0
vs136-34;1
vs135-34;0
ts01-832-70;0
tpig-6-486;0
csp158-34;0
tpig-6-434;0
tpig-6-448;0
tpig-6-495;0
tpig-6-467;0
vs132-34;0
vs131-34;0
vs130-34;0
vs129-34;0
vs128-34;1
vs127-34;0
vs126-1;0
vs125-1;0
vs124-1;0
vs123-1;0
vs122-1;0
vs121-1;1
vs120-1;0
vs119-1;0
vs118-1;0
vs117-1;0
vs116-1;0
ts01-801-70;0
ts04-841;1
ts02-826-70 (cs620-2);0
ts02-78-50;0
pkm127-160;1
pkm128-240;0
ts01-942-50 (cs806-1);0
ts02-797-50;0
ts04-890;0
ts01-813-70;0
ts01-803-50;0
ts01-787-70;0
ts01-792-70;0
ts01-788-50;0
ts03-834;0
pkz494 tj2324k;0
plt127-10;1
plt127-9;0
plt127-8;0
plt127-7;1
plt127-6;0
ts03-861;0
ts01-808-50 (cs536-1);0
ts03-791;0
csd009;0
pkm127-240;1
ts02-788-70;0
ts04-795;1
ts04-886;0
vs115-1;1
cvz020-3;0
cvz019-3;0
cvz018-3;1
cvz017-3;0
cvz016-3;0
cvz015-3;0
cvz014-3;0
hb002-3;0
hb001-3;1
plt084-25;0
plt084-24;1
plt128-2;0
ts05-795;0
ts05-836;1
cs970-3;0
ts03-987;0
ts05-790;0
ts05-827;1
ts05-853;0
ts05-787;0
ts05-824;0
ts05-844;0
ts05-800;0
ts05-802;1
ts05-810;0
ts05-813;0
ts01-999-70;0
ts01-815-70;0
ts01-812-70 (ts01-36);1
cs744-2-70;0
cs729-2-70;0
ts02-792-70 (cs855-2);0
ts03-950;0
cs739-3;1
ts02-873-70;0
pk439-3;0
plt088-15;0
plt088-14;0
plt088-13;0
plt088-12;1
plt088-11;0
plt088-10;0
ts03-827;1
ts03-828;1
ts03-831;1
ts03-833;0
ts03-841;1
csf040-3;0
csf039-3;0
csf038-3;0
ts02-861-50;0
ts03-851;1
ts04-800;1
ts04-803;0
ts04-802;1
ts04-852;1
ts04-817;0
ts04-790;1
ts04-799;1
ts04-849;1
plt049-23 (plt106-8);0
ts02-817-50 (cs505-2);0
ts02-803-70;0
ts02-802-70;0
ts02-789-50;0
ts02-788-50;0
ts02-785-50;0
ts02-876-50;0
ts01-841-50;0
ts01-846-70;1
ts03-884;0
ts01-909-70;0
plt057-11;1
plt146-6;0
plt146-5;0
plt146-4;0
plt146-3;0
plt146-2;0
plt146-1;0
plt145-6;0
plt145-5;0
plt145-4;0
plt145-3;0
plt145-2;0
plt145-1;0
plt147-3;0
plt147-2;0
plt147-1;0
plt148-6;0
plt148-5;0
plt148-4;0
plt148-3;0
plt148-2;0
plt148-1;0
plt057-15;0
plt057-14;0
plt057-13;0
plt057-12;0
plt057-16;0
pld179-3;0
plt143-8;1
plt143-7;1
plt143-6;1
plt143-5;1
plt143-4;1
plt143-3;0
plt143-2;0
plt143-1;1
ts01-827-70 (cs658-1);0
ts04-985;0
ts02-829-50;0
hlt9125-3;1
hlt9125-2;0
hlt9125-1;0
hlt9400-2;1
hlt9400-1;0
hlt9190-2;0
hlt9190-1;1
hlt8510-2;1
hlt8510-1;1
plt142-2;0
plt142-1;0
pkz237-2;0
pkz237-1;0
hlt018-3;1
hlt018-2;1
hlt018-1;1
vs113-34;1
vs111-34;0
pld172-3;0
ts02-889-50;0
ts05-845;0
cs514-1-50;0
hlt016-1;0
pk438-3;0
pk437;0
ts05-812;1
ts03-839;1
ts04-840;1
ts04-792;0
ts04-863;1
ts03-809;0
ts03-840;1
ts03-798;0
ts03-829;1
ts03-816;1
ts05-803;0
ts01-846-50;0
pk436;0
hlt008-23;0
hlt008-22;0
hlt008-21;0
hlt008-20;0
hlt008-19;0
hlt008-18;0
hlt008-17;0
hlt008-16;0
ts04-798;0
frt004-7;0
frt004-6;0
frt004-5;0
plt122-8;0
plt122-7;1
plt122-6;0
plt122-5;1
skt154-2;0
skt132-3;0
skt156-4;0
skt156-3;0
ts02-886-70;0
ts02-875-50;1
skt158;0
skt157-2;0
skt157-1;0
skt156-2;0
skt156-1;0
skt155-2;0
skt155-1;0
skt154-1;0
skt115-2;0
hlt009-2;0
hlt009-1;0
plt026-3;0
plt139;0
plt138-7;0
plt138-6;0
plt138-5;0
plt138-4;1
plt138-3;0
plt138-2;0
plt138-1;0
plt108-39;1
plt108-38;1
plt108-37;1
plt108-36;1
plt108-35;1
plt084-23;0
plt084-22;0
plt084-21;0
plt084-20;1
plt126-6 (plt084-19);0
plt052-9;0
plt052-8;0
plt052-7;0
plt052-6;1
plt052-5;0
plt052-4;0
plt052-3;0
plt052-2;0
plt052-1;0
ts02-854-50;0
prt027-7;0
prt027-6;0
prt027-5;0
prt027-4;0
prt027-3;0
prt027-2;0
prt027-1;0
ts02-893-50;0
pld178;0
pld177-2;0
pld177-1;0
pld176-2;0
pld176-1;0
ts02-889-70;0
ts02-943-70;0
cs967-1-70;1
cs814-1-50;1
ts01-948-50 (cs779-1);0
ts04-829;1
ts02-848-50;0
pk435-3;0
ts02-963-50;0
vs026-19;0
vs026-18;0
vs026-17;1
vs026-16;1
vs026-15;0
ts04-811;0
ts04-967;1
pd195-6;0
pld175-1;1
ts01-853-70;0
ts02-877-70;0
ist010-34;0
ist009-34;0
ist008-34;0
ts02-886-50;0
skt153-9;0
skt153-8;0
skt153-7;0
skt153-6;0
skt153-5;0
skt153-4;0
skt153-3;0
skt153-2;0
skt153-1;0
plt108-34;0
plt108-33;0
plt108-32;0
plt108-31;0
plt108-30;0
plt108-29;0
pk434;1
pk433;0
pk432;1
pk431;0
pk430;0
pk429;0
pk428-3;0
pk427-3;0
pk426-3;0
pk425-3;0
pk424-3;0
pk423-3;0
pk422-3;0
pld126-6;0
ts02-859-70;0
ts03-869;1
cs577-3;0
ts05-851;0
ts05-850;0
ts05-848;0
ts05-846;0
ts05-842;0
ts05-828;0
ts05-841;0
ts04-943;1
ts04-853;1
ts04-850;1
ts04-846;1
ts04-838;0
ts04-837;0
ts04-836;1
ts04-832;0
ts04-831;1
ts04-828;1
ts04-823;1
ts04-815;1
ts04-813;1
ts04-812;1
ts04-810;1
ts04-806;1
ts04-794;0
ts02-853-50;0
ts02-851-50;0
ts02-849-70;0
ts02-841-70;0
ts02-828-70;0
ts02-845-70 (cs781-2);0
ts01-851-50;0
ts01-853-50;0
ts01-850-50;1
ts01-848-50;0
ts01-840-70;0
ts01-832-50;0
ts01-829-50;1
ts01-828-50;0
ts01-815-50;0
ts01-812-50 (ts01-36);0
ts01-800-70;0
vs026-14;1
vs026-13;1
vs026-12;1
vs026-11;1
vs026-10;0
cs959-1-70;0
frt003-5;0
frt003-6;0
frt003-7;0
pld174-2;0
pld174-1;0
pd223-5;0
pd223-4;0
pd223-3;0
pd223-2;0
pd223-1;0
pld173-3;0
pld135-1;0
pld172-1;0
pld171-3;0
pld171-1;0
pld170-1;0
pld170-3;0
ts02-897-50;0
plt016-2-120;0
plt016-1-120;0
ts03-913;0
cs698-2-70;0
csf037-3;0
csf036-3;0
csf035-3;0
csf034-3;0
csf033-3;1
csd097;1
pk421-3;0
pk420-3;0
pk418;1
pk417;1
pk419-3;1
pk416;1
pk415;1
pk414;1
ts03-897;0
pld169-3;0
pld168-3;0
ts03-877;0
pld167-3;0
ts03-873;0
pld166-3;0
ts03-865;1
ts03-852;0
pld165-3;1
ts03-850;1
pld164-3;0
ts03-849;0
pld163-3;0
pld162-3;0
pld161-3;0
ts03-848;1
pld160-3;1
ts03-845 (781-3);1
pld158-3;0
ts03-838;0
ts03-836;1
ts04-893;1
ts04-889;1
pld157-3;0
ts04-881;1
ts04-877;1
ts02-893-70;0
ts04-864;1
ts02-882-50;0
ts02-872-70;0
ts04-865;1
ts02-865-70;0
ts02-863-70;1
ts02-854-70;0
ts02-850-70;0
ts02-842-70;0
ts02-838-50;0
ts02-829-70;0
ts01-963-50;0
pk383-2;0
plt015-2;0
ts03-895;1
ts04-884;0
pd044-3;1
pd160-3;0
frt004-4;0
frt004-3;0
frt004-2;0
frt004-1;0
pd222;0
pds019-70;0
pds019-50;0
pld059-1(1);1
ts02-929-70;0
tpig-4-464;0
tpig-4-485;0
tpig-4-434;0
csp136-1;0
tpig-4-494;0
tpig-4-447;0
hlt9185;1
pkm039-240;0
hlt9045-3;1
hlt9045-2;1
hlt9045-1;0
hlt9385-2;0
hlt9385-1;0
hlt9175;0
hlt9120;1
hlt9180;0
hlt9988-2;0
ts01-943-50;1
ts04-897;1
ts04-868;1
cs323-2-70;0
ts02-892-70;0
pkz236-250;0
pkz235-250;0
pkz234-250;0
ts02-879-70;0
pkz233-250;0
csf032-3;0
csf031-3;0
csf030-3;0
csf029-3;0
csf028-3;0
csf027-3;0
csf026-3;0
csf025-3;0
tt6-18;0
tt6-17;0
tt6-16;0
ts03-896;0
ts03-893;0
ts03-889;0
ts03-868;1
ts03-864;1
ts03-863;1
ts02-897-70;0
ts02-864-50;0
ts02-863-50;0
pkm129-160;0
pkm130-160;0
pkm128-160;0
pkm039-160;1
pkm056-160;0
pkm130-220;0
pkm129-220;0
pkm130-240;0
pkm129-240;0
pkm128-220;0
vs110-34;0
ch001-2;0
ch001-1;0
ist007-34;0
ist006-34;0
ist005-34;0
ist004-34;0
ist003-34;0
ist002-34;0
box36;1
ist001-34;0
ts02-858-50;0
cs094-2-70;0
ts04-857;1
od024-1;0
od024-3;0
cz341-4;0
cs767-1-50;0
cs288-1-70;0
cs742-34;0
cs005-34;0
ts02-899-70;0
ts02-900-70;0
ts04-912;0
skt107-19;0
plt106-6;0
plt106-5;0
plt106-4;0
ts02-870-70;0
plt043-62;0
plt043-61;1
plt043-59;0
plt043-58;0
plt056-13;1
plt090-5;0
plt090-4;0
plt090-3;1
plt049-18;0
plt049-14;0
plt084-18;0
plt084-17;0
plt084-16;0
cvz013-1;0
cvz012-3;0
cvz011-3;0
cvz010-1;0
sd118;0
pkm127-220;1
pkm126-240;0
pkm126-220;1
pkm125-240;0
pkm125-220;0
pkm125-160;0
pkm124-240;0
pkm124-220;0
pkm124-160;0
pkm123-240;0
pkm123-220;0
pkm123-160;0
tpig-6-491 (csp033-34);0
ts04-871;0
ts04-891;1
ts04-867;0
ts04-874;1
ts04-858;0
pk413-5;0
pk413-4;0
pk413-3;0
pk413-2;0
pk413-1;0
cvz009-3;0
cvz008-3;0
cvz007-3;0
cz346;0
cz345 akc;1
cz344;0
cz343;0
cz342;0
csv011-3;0
csv010-3;0
csv009-3;0
prov008-3 (csv008-3);0
prov007-3 (csv007-3);0
csv006-3;0
csv005-3;0
csv004-3;0
plt136-4;0
plt136-3;1
plt136-2;0
plt136-1;0
plt135;1
plt134;0
plt133;0
plt132-3;0
plt132-2;1
plt132-1;0
plt130-14;0
plt130-13;0
plt130-12;0
plt130-11;0
plt130-10;0
plt130-9;0
plt130-8;0
plt130-7;0
plt130-6;1
plt130-5;0
plt130-4;0
plt130-3;0
plt130-2;0
plt130-1;0
plt129-5;0
plt129-4;0
plt129-3;0
plt129-2;1
plt129-1;0
plt128-1;0
plt089-14;0
plt089-13;0
plt089-12;0
plt089-11;0
plt089-10;0
plt089-9;0
plt088-9;0
gor004;0
cs534-34;0
csp157-34;0
csp041-34;0
cs932-3;1
vs042;0
vs040;0
ts03-964;0
vs044-2;0
vs035-5;0
vs045-6;0
ts05-908;0
cs860-4;0
ts05-963;0
pk412-3;0
pk411-3;0
pk410-3;0
pk409-3;0
pk408-3;0
pk407-3;0
pk406-3;0
pk405-3;0
pk404-3;0
pw018-3 (pk403-3);0
cs005-2-70;0
cs308-2-70;0
cs534-2-70;0
cs628-2-70;0
cs682-2-70;1
cs704-2-70;1
cs955-2-70;0
ts02-790-70 (cs958-2);1
cs963-2-70;0
cs966-2-70;1
cs968-2-70;0
cs965-34;0
cs963-34;1
cs704-34;1
cs308-34;0
cs094-34;1
cs042-34;0
ts01-930-70;0
cs958-1-70;1
cs957-1-70;0
cs956-1-70;0
cs955-1-70;0
cs954-1-70;0
cs953-1-70;0
cs746-1-70;0
cs426-1-70;0
cs269-1-70;0
cs177-1-70;0
cs171-1-70;0
dt758-03;0
cs758-299;0
dt758-02;1
dt758-49;1
dt758-50;0
cs842-1-70;0
pw488;0
pw482;0
pw472;0
pw470;0
pw461;0
pw459;0
pw455;0
pk402-3;0
pk401-3;0
ts01-944-70 (cs879-1);0
ts01-942-70 (cs806-1-70);0
pd219-10;0
ts03-970;0
ts03-967;0
ts03-894;1
ts03-892;1
ts03-891;1
ts03-890;0
ts03-888;0
ts03-886;0
ts03-885;0
ts03-883;0
ts03-880;0
ts03-879;0
ts03-878;1
ts03-876;1
ts03-874;1
ts03-870;0
ts03-867;0
